,primaryName,birthYear,deathYear,primaryProfession
618,Tim Roth,1961,\N,"actor,producer,soundtrack"
619,Mickey Rourke,1952,\N,"actor,writer,producer"
620,Kurt Russell,1951,\N,"actor,producer,writer"
621,Theresa Russell,1957,\N,"actress,soundtrack,miscellaneous"
622,Rene Russo,1954,\N,"actress,producer"
623,Laura San Giacomo,1962,\N,actress
624,Fred Savage,1976,\N,"actor,director,producer"
626,Greta Scacchi,1960,\N,actress
627,Johnathon Schaech,1969,\N,"actor,writer,producer"
628,Claudia Schiffer,1970,\N,"actress,producer"
629,Liev Schreiber,1967,\N,"actor,producer,miscellaneous"
631,Jerry Seinfeld,1954,\N,"writer,producer,actor"
632,Tom Selleck,1945,\N,"actor,producer,writer"
633,Peter Sellers,1925,1980,"actor,writer,soundtrack"
634,Yahoo Serious,1953,\N,"director,actor,writer"
636,Tupac Shakur,1971,1996,"soundtrack,actor,composer"
637,William Shatner,1931,\N,"actor,producer,writer"
638,Ally Sheedy,1962,\N,"actress,producer,soundtrack"
639,Martin Sheen,1940,\N,"actor,producer,soundtrack"
640,Gary Sinise,1955,\N,"actor,producer,director"
642,Tom Skerritt,1933,\N,"actor,director,producer"
643,Helen Slater,1963,\N,"actress,soundtrack,writer"
647,Wesley Snipes,1962,\N,"actor,producer,soundtrack"
648,Paul Sorvino,1939,\N,"actor,soundtrack,director"
649,Talisa Soto,1967,\N,actress
650,Sissy Spacek,1949,\N,"actress,soundtrack,art_department"
651,James Spader,1960,\N,"actor,producer,soundtrack"
652,Brent Spiner,1949,\N,"actor,soundtrack,director"
653,Terence Stamp,1938,\N,"actor,soundtrack,director"
654,Eric Stoltz,1961,\N,"actor,producer,director"
655,Madeleine Stowe,1958,\N,"actress,director,writer"
656,David Strathairn,1949,\N,"actor,producer,soundtrack"
657,Meryl Streep,1949,\N,"actress,soundtrack,producer"
658,Barbra Streisand,1942,\N,"soundtrack,producer,actress"
659,Tami Stronach,1972,\N,actress
660,Donald Sutherland,1935,\N,"actor,soundtrack,producer"
661,Kiefer Sutherland,1966,\N,"actor,producer,miscellaneous"
662,Dominique Swain,1980,\N,"actress,producer,soundtrack"
663,Patrick Swayze,1952,2009,"actor,soundtrack,producer"
664,D.B. Sweeney,1961,\N,"actor,soundtrack,director"
665,Lili Taylor,1967,\N,"actress,writer,soundtrack"
666,David Thewlis,1963,\N,"actor,writer,soundtrack"
667,Emma Thompson,1959,\N,"actress,writer,producer"
669,Lea Thompson,1961,\N,"actress,producer,director"
670,Billy Bob Thornton,1955,\N,"actor,writer,soundtrack"
671,Meg Tilly,1960,\N,"actress,writer"
672,Marisa Tomei,1964,\N,"actress,producer"
673,Tamlyn Tomita,1966,\N,actress
674,Jeanne Tripplehorn,1963,\N,"actress,soundtrack"
675,Chris Tucker,1971,\N,"actor,soundtrack,writer"
676,Robin Tunney,1972,\N,"actress,soundtrack"
677,Kathleen Turner,1954,\N,"actress,producer,soundtrack"
678,Deborah Kara Unger,1966,\N,"actress,producer,miscellaneous"
679,Casper Van Dien,1968,\N,"actor,producer,director"
680,Vince Vaughn,1970,\N,"producer,actor,writer"
684,Jon Voight,1938,\N,"actor,producer,writer"
685,Christopher Walken,1943,\N,"actor,soundtrack,producer"
686,J.T. Walsh,1943,1998,actor
687,Sela Ward,1956,\N,"actress,producer"
688,Julie Warner,1965,\N,"actress,director,producer"
689,Lesley Ann Warren,1946,\N,"actress,soundtrack,producer"
690,John Waters,1946,\N,"actor,writer,director"
692,Peter Weller,1947,\N,"actor,director,soundtrack"
694,Joanne Whalley,1961,\N,actress
695,Wil Wheaton,1972,\N,"actor,writer,producer"
697,Gene Wilder,1933,2016,"actor,soundtrack,writer"
698,Michael Wincott,1958,\N,actor
699,Debra Winger,1955,\N,"actress,producer,soundtrack"
700,Kate Winslet,1975,\N,"actress,soundtrack"
701,Reese Witherspoon,1976,\N,"actress,producer,soundtrack"
702,BD Wong,1960,\N,"actor,soundtrack"
703,Elijah Wood,1981,\N,"actor,producer,soundtrack"
704,Robin Wright,1966,\N,"actress,producer,director"
705,Michelle Yeoh,1962,\N,"actress,producer,writer"
706,Sean Young,1959,\N,"actress,miscellaneous,director"
707,Billy Zane,1966,\N,"actor,producer,soundtrack"
713,Willie Aames,1960,\N,"actor,writer,director"
718,F. Murray Abraham,1939,\N,"actor,soundtrack"
720,Victoria Abril,1959,\N,"actress,soundtrack"
721,Joss Ackland,1928,\N,"actor,soundtrack"
723,Brooke Adams,1949,\N,"actress,producer,writer"
724,Joey Lauren Adams,1968,\N,"actress,soundtrack,director"
725,Maud Adams,1945,\N,"actress,director"
728,Casey Affleck,1975,\N,"actor,producer,writer"
729,John Agar,1921,2002,"actor,music_department"
731,Danny Aiello,1933,2019,"actor,producer,soundtrack"
733,Eddie Albert,1906,2005,"actor,soundtrack,producer"
736,Jane Alexander,1939,\N,"actress,producer,soundtrack"
738,Debbie Allen,1950,\N,"actress,producer,director"
740,Tim Allen,1953,\N,"actor,producer,miscellaneous"
743,Maria Conchita Alonso,1957,\N,"actress,soundtrack,producer"
745,Trini Alvarado,1967,\N,"actress,soundtrack"
746,Don Ameche,1908,1993,"actor,soundtrack,director"
747,Leon Ames,1902,1993,"actor,soundtrack"
748,Mädchen Amick,1970,\N,"actress,director,producer"
750,Suzy Amis,1962,\N,"actress,producer,soundtrack"
751,Judith Anderson,1897,1992,"actress,soundtrack"
753,Kevin Anderson,1960,\N,"actor,soundtrack,stunts"
755,Loni Anderson,1945,\N,"actress,soundtrack"
757,Melody Anderson,1955,\N,actress
760,Bibi Andersson,1935,2019,"actress,soundtrack"
761,Anthony Andrews,1948,\N,"actor,producer,soundtrack"
764,Pier Angeli,1932,1971,"actress,soundtrack"
766,Jean-Hugues Anglade,1955,\N,"actor,director,writer"
767,Francesca Annis,1945,\N,actress
768,Susan Anspach,1942,2018,"actress,soundtrack"
770,Lysette Anthony,1963,\N,"actress,producer"
772,Laura Antonelli,1941,2015,actress
774,Christina Applegate,1971,\N,"actress,producer,soundtrack"
777,Alfonso Arau,1932,\N,"actor,director,writer"
780,Eve Arden,1908,1990,"actress,soundtrack"
781,Asia Argento,1975,\N,"actress,director,writer"
786,Bess Armstrong,1953,\N,actress
788,Desi Arnaz,1917,1986,"producer,actor,production_manager"
791,Tom Arnold,1959,\N,"actor,producer,writer"
797,Linden Ashby,1960,\N,"actor,director"
798,Edward Asner,1929,2021,"actor,producer,soundtrack"
799,Armand Assante,1949,\N,"actor,soundtrack,producer"
802,Christopher Atkins,1961,\N,"actor,writer,producer"
803,Stéphane Audran,1932,2018,"actress,soundtrack"
808,Daniel Auteuil,1950,\N,"actor,director,writer"
810,Frankie Avalon,1940,\N,"soundtrack,actor,producer"
814,Mili Avital,1972,\N,"actress,director,editor"
816,Lew Ayres,1908,1996,"actor,soundtrack,director"
818,Barbara Bach,1946,\N,actress
820,Amitabh Bachchan,1942,\N,"actor,producer,writer"
831,Joe Don Baker,1936,\N,"actor,production_manager,miscellaneous"
832,Kathy Baker,1950,\N,"actress,producer"
834,Scott Bakula,1954,\N,"actor,producer,soundtrack"
835,Bob Balaban,1945,\N,"actor,director,producer"
836,Daniel Baldwin,1960,\N,"actor,producer,director"
840,Martin Balsam,1919,1996,actor
841,Anne Bancroft,1931,2005,"actress,soundtrack,director"
844,Ian Bannen,1928,1999,actor
847,Javier Bardem,1969,\N,"actor,producer,soundtrack"
850,Jean-Marc Barr,1960,\N,"actor,producer,director"
853,Raymond J. Barry,1939,\N,actor
862,Mikhail Baryshnikov,1948,\N,"actor,producer,miscellaneous"
865,Jason Bateman,1969,\N,"actor,producer,director"
866,Justine Bateman,1966,\N,"actress,producer,soundtrack"
867,Alan Bates,1934,2003,"actor,soundtrack,producer"
868,Kathy Bates,1948,\N,"actress,director,soundtrack"
869,Randall Batinkoff,1968,\N,"actor,producer,director"
871,Belinda Bauer,1950,\N,actress
872,Steven Bauer,1956,\N,"actor,producer,soundtrack"
877,Anne Baxter,1923,1985,"actress,soundtrack,producer"
880,Nathalie Baye,1948,\N,"actress,soundtrack"
881,Stephanie Beacham,1947,\N,"actress,soundtrack"
882,Jennifer Beals,1963,\N,"actress,producer,soundtrack"
883,Ned Beatty,1937,2021,"actor,soundtrack"
884,Warren Beatty,1937,\N,"actor,soundtrack,producer"
887,Bonnie Bedelia,1948,\N,"actress,soundtrack"
890,Jason Beghe,1960,\N,"actor,producer"
891,Ed Begley Jr.,1949,\N,"actor,producer,director"
894,Harry Belafonte,1927,\N,"soundtrack,actor,producer"
895,Ralph Bellamy,1904,1991,"actor,soundtrack"
896,Kathleen Beller,1956,\N,actress
897,Monica Bellucci,1964,\N,"actress,soundtrack"
899,Jean-Paul Belmondo,1933,2021,"actor,producer,stunts"
900,Jim Belushi,1954,\N,"actor,music_department,producer"
901,Brian Benben,1956,\N,"actor,producer,writer"
903,Roberto Benigni,1952,\N,"actor,writer,director"
904,Annette Bening,1958,\N,"actress,soundtrack,executive"
905,Richard Benjamin,1938,\N,"actor,director,producer"
911,Robby Benson,1956,\N,"actor,director,soundtrack"
914,Peter Berg,1964,\N,"producer,actor,writer"
916,Helmut Berger,1944,\N,"actor,soundtrack"
917,Senta Berger,1941,\N,"actress,producer,soundtrack"
918,Patrick Bergin,1951,\N,"actor,soundtrack,producer"
920,Sandahl Bergman,1951,\N,"actress,soundtrack"
922,Elizabeth Berkley,1972,\N,"actress,producer,soundtrack"
923,Steven Berkoff,1937,\N,"actor,writer,director"
927,Corbin Bernsen,1954,\N,"actor,producer,director"
929,Elizabeth Berridge,1962,\N,actress
930,Halle Berry,1966,\N,"actress,producer,executive"
933,Bibi Besch,1942,1996,actress
934,Martine Beswick,1941,\N,"actress,soundtrack"
935,Richard Beymer,1939,\N,"actor,cinematographer,editor"
943,Jane Birkin,1946,\N,"actress,soundtrack,director"
945,Karen Black,1939,2013,"actress,soundtrack,writer"
947,Cate Blanchett,1969,\N,"actress,producer,writer"
948,Brenda Blethyn,1946,\N,"actress,soundtrack,writer"
950,Hart Bochner,1956,\N,"actor,director,writer"
954,Lisa Bonet,1967,\N,"actress,director,soundtrack"
957,Powers Boothe,1948,2017,"actor,soundtrack"
958,Barry Bostwick,1945,\N,"actor,soundtrack,producer"
959,Timothy Bottoms,1951,\N,"actor,producer"
960,Carole Bouquet,1957,\N,"actress,director"
962,Charles Boyer,1899,1978,"actor,producer,soundtrack"
964,Lorraine Bracco,1954,\N,"actress,producer,director"
966,Sônia Braga,1950,\N,"actress,producer,soundtrack"
967,Lillo Brancato,1976,\N,"actor,producer"
968,Jonathan Brandis,1976,2003,"actor,miscellaneous,director"
969,Nicoletta Braschi,1960,\N,"actress,producer"
971,Benjamin Bratt,1963,\N,"actor,producer,director"
975,Beau Bridges,1941,\N,"actor,director,producer"
976,Lloyd Bridges,1913,1998,"actor,soundtrack,director"
977,Wilford Brimley,1934,2020,"actor,stunts"
978,Jim Broadbent,1949,\N,"actor,writer,soundtrack"
979,James Brolin,1940,\N,"actor,producer,director"
980,Josh Brolin,1968,\N,"actor,producer,writer"
981,Albert Brooks,1947,\N,"actor,writer,director"
984,Bryan Brown,1947,\N,"actor,producer,writer"
985,Jim Brown,1936,\N,"actor,producer,director"
987,Yul Brynner,1920,1985,"actor,director,producer"
988,Betty Buckley,1947,\N,"actress,soundtrack,composer"
989,Geneviève Bujold,1942,\N,"actress,soundtrack,writer"
991,Carol Burnett,1933,\N,"soundtrack,actress,producer"
992,Raymond Burr,1917,1993,"actor,production_manager,director"
993,Ellen Burstyn,1932,\N,"actress,producer,soundtrack"
995,Gary Busey,1944,\N,"actor,soundtrack,producer"
996,Jake Busey,1971,\N,"actor,producer,music_department"
999,James Caan,1940,\N,"actor,soundtrack,director"
1000,Dean Cain,1966,\N,"actor,producer,writer"
1001,Simon Callow,1949,\N,"actor,soundtrack,writer"
1002,Billy Campbell,1959,\N,"actor,camera_department,producer"
1004,John Candy,1950,1994,"actor,writer,music_department"
1005,Dyan Cannon,1937,\N,"actress,director,writer"
1007,Kate Capshaw,1953,\N,"actress,soundtrack,producer"
1008,Capucine,1928,1990,actress
1009,Irene Cara,1959,\N,"actress,soundtrack,music_department"
1010,Claudia Cardinale,1938,\N,"actress,soundtrack"
1012,Mariah Carey,1969,\N,"soundtrack,actress,composer"
1013,Robert Carlyle,1961,\N,"actor,director,soundtrack"
1014,David Carradine,1936,2009,"actor,producer,soundtrack"
1015,John Carradine,1906,1988,"actor,soundtrack"
1016,Keith Carradine,1949,\N,"actor,soundtrack,music_department"
1017,Robert Carradine,1954,\N,"actor,producer,soundtrack"
1018,Katrin Cartlidge,1961,2002,actress
1019,Veronica Cartwright,1949,\N,"actress,soundtrack"
1020,Dana Carvey,1955,\N,"actor,soundtrack,writer"
1021,John Cassavetes,1929,1989,"actor,director,writer"
1022,Nick Cassavetes,1959,\N,"actor,director,writer"
1023,Seymour Cassel,1935,2019,"actor,soundtrack,miscellaneous"
1024,Joanna Cassidy,1945,\N,"actress,soundtrack,producer"
1026,Maxwell Caulfield,1959,\N,"actor,soundtrack,producer"
1027,Jim Caviezel,1968,\N,"actor,producer"
1028,John Cazale,1935,1978,"actor,cinematographer,editor"
1030,Marilyn Chambers,1952,2009,"actress,writer,soundtrack"
1031,Lon Chaney Jr.,1906,1973,"actor,soundtrack"
1032,Rosalind Chao,1957,\N,actress
1033,Ben Chaplin,1970,\N,"actor,soundtrack"
1034,Geraldine Chaplin,1944,\N,"actress,writer,soundtrack"
1035,Graham Chapman,1941,1989,"writer,actor,soundtrack"
1036,Josh Charles,1971,\N,"actor,director,soundtrack"
1038,Joan Chen,1961,\N,"actress,director,producer"
1039,Maggie Cheung,1964,\N,"actress,soundtrack"
1040,Lois Chiles,1947,\N,"actress,soundtrack"
1041,Anna Chlumsky,1980,\N,actress
1042,Rae Dawn Chong,1961,\N,"actress,soundtrack,director"
1043,Tommy Chong,1938,\N,"actor,soundtrack,writer"
1044,Julie Christie,1940,\N,"actress,soundtrack"
1046,Andrew Dice Clay,1957,\N,"actor,producer,writer"
1047,Jill Clayburgh,1944,2010,"actress,soundtrack"
1054,Dabney Coleman,1932,\N,"actor,miscellaneous,soundtrack"
1055,Toni Collette,1972,\N,"actress,producer,soundtrack"
1056,Joan Collins,1933,\N,"actress,producer,soundtrack"
1057,Robbie Coltrane,1950,\N,"actor,soundtrack,writer"
1059,Holly Marie Combs,1973,\N,"actress,producer,writer"
1060,Jeffrey Combs,1954,\N,"actor,miscellaneous"
1063,Harry Connick Jr.,1967,\N,"actor,soundtrack,music_department"
1064,Robert Conrad,1935,2020,"actor,director,soundtrack"
1067,Bud Cort,1948,\N,"actor,director,writer"
1068,Bill Cosby,1937,\N,"actor,writer,music_department"
1070,Joseph Cotten,1905,1994,"actor,soundtrack,writer"
1071,Courteney Cox,1964,\N,"actress,producer,director"
1072,Ronny Cox,1938,\N,"actor,soundtrack,writer"
1073,Peter Coyote,1941,\N,"actor,miscellaneous,writer"
1075,Richard Crenna,1926,2003,"actor,director,soundtrack"
1077,Scatman Crothers,1910,1986,"actor,soundtrack"
1078,Lindsay Crouse,1948,\N,"actress,soundtrack,miscellaneous"
1080,Billy Crudup,1968,\N,"actor,soundtrack"
1081,Jon Cryer,1965,\N,"actor,soundtrack,director"
1082,Ice Cube,1969,\N,"soundtrack,actor,producer"
1083,Kieran Culkin,1982,\N,actor
1084,Alan Cumming,1965,\N,"actor,producer,soundtrack"
1085,Lee Curreri,1961,\N,"actor,composer,sound_department"
1086,Peter Cushing,1913,1994,"actor,art_department,soundtrack"
1087,Henry Czerny,1959,\N,actor
1089,Patti D'Arbanville,1951,\N,actress
1090,Mark Dacascos,1964,\N,"actor,stunts,director"
1093,Béatrice Dalle,1964,\N,"actress,soundtrack"
1094,Timothy Dalton,1946,\N,"actor,soundtrack"
1095,Charles Dance,1946,\N,"actor,director,writer"
1096,Rodney Dangerfield,1921,2004,"actor,writer,soundtrack"
1097,Jeff Daniels,1955,\N,"actor,producer,soundtrack"
1098,Blythe Danner,1943,\N,"actress,soundtrack"
1099,Ted Danson,1947,\N,"actor,producer,soundtrack"
1101,Tony Danza,1951,\N,"actor,producer,director"
1105,Stacey Dash,1967,\N,actress
1106,Robert Davi,1951,\N,"actor,producer,director"
1107,Jaye Davidson,1968,\N,actor
1108,Embeth Davidtz,1965,\N,actress
1109,Jeremy Davies,1969,\N,actor
1111,Brad Davis,1949,1991,actor
1112,Judy Davis,1955,\N,"actress,soundtrack"
1113,Ossie Davis,1917,2005,"actor,writer,director"
1114,Warwick Davis,1970,\N,"actor,writer,producer"
1115,Bruce Davison,1946,\N,"actor,director,producer"
1116,Pam Dawber,1951,\N,"actress,soundtrack,producer"
1118,Vittorio De Sica,1901,1974,"actor,director,writer"
1120,Ellen DeGeneres,1958,\N,"producer,writer,actress"
1121,Dom DeLuise,1933,2009,"actor,soundtrack,director"
1123,Benicio Del Toro,1967,\N,"actor,producer,director"
1124,Kim Delaney,1961,\N,"actress,producer"
1125,Dana Delany,1956,\N,"actress,producer,soundtrack"
1126,Alain Delon,1935,\N,"actor,producer,writer"
1129,Patrick Dempsey,1966,\N,"actor,production_manager,producer"
1130,Judi Dench,1934,\N,"actress,music_department,soundtrack"
1131,Brian Dennehy,1938,2020,"actor,producer,director"
1134,Bruce Dern,1936,\N,"actor,producer,soundtrack"
1135,William Devane,1939,\N,"actor,writer,director"
1136,Susan Dey,1952,\N,"actress,producer"
1139,Angie Dickinson,1931,\N,"actress,soundtrack"
1141,Kevin Dillon,1965,\N,"actor,soundtrack,producer"
1143,Divine,1945,1988,"actor,soundtrack,writer"
1144,Donna Dixon,1957,\N,"actress,soundtrack"
1145,Shannen Doherty,1971,\N,"actress,producer,director"
1146,Troy Donahue,1936,2001,"actor,soundtrack"
1149,Stephen Dorff,1973,\N,"actor,producer,soundtrack"
1151,Lesley-Anne Down,1954,\N,"actress,soundtrack,writer"
1152,Michael Dudikoff,1954,\N,"actor,assistant_director,producer"
1154,Olympia Dukakis,1931,2021,"actress,producer"
1155,Patty Duke,1946,2016,"actress,soundtrack,producer"
1156,Keir Dullea,1936,\N,"actor,soundtrack"
1157,Faye Dunaway,1941,\N,"actress,producer,director"
1158,Adrian Dunbar,1958,\N,"actor,director,soundtrack"
1160,Griffin Dunne,1955,\N,"actor,director,producer"
1161,Roy Dupuis,1963,\N,"actor,producer,director"
1162,Charles Durning,1923,2012,"actor,soundtrack,miscellaneous"
1163,Charles S. Dutton,1951,\N,"actor,producer,director"
1164,James Duval,1972,\N,"actor,producer,writer"
1165,Shelley Duvall,1949,\N,"producer,actress,writer"
1167,George Dzundza,1945,\N,"actor,assistant_director,soundtrack"
1170,Christopher Eccleston,1964,\N,actor
1171,Aaron Eckhart,1968,\N,"actor,producer,soundtrack"
1175,Chris Eigeman,1965,\N,"actor,director,writer"
1178,Britt Ekland,1942,\N,"actress,director,writer"
1179,Jack Elam,1920,2003,"actor,soundtrack"
1180,Carmen Electra,1972,\N,"actress,soundtrack,producer"
1182,Jenna Elfman,1971,\N,"actress,producer,soundtrack"
1183,Hector Elizondo,1936,\N,"actor,soundtrack,director"
1184,Denholm Elliott,1922,1992,actor
1185,Noah Emmerich,1965,\N,"actor,director"
1189,Adam Sandler,1966,\N,"actor,producer,writer"
1192,Jeff Fahey,1952,\N,"actor,producer,miscellaneous"
1195,Anna Falchi,1972,\N,"actress,producer,executive"
1197,Dennis Farina,1944,2013,"actor,producer,soundtrack"
1198,Gary Farmer,1953,\N,"actor,director,miscellaneous"
1199,Mia Farrow,1945,\N,"actress,soundtrack"
1200,Rainer Werner Fassbinder,1945,1982,"writer,director,actor"
1202,Marty Feldman,1934,1982,"writer,actor,script_department"
1203,Norman Fell,1924,1998,"actor,soundtrack"
1205,José Ferrer,1912,1992,"actor,soundtrack,director"
1206,Miguel Ferrer,1955,2017,"actor,director,cinematographer"
1207,William Fichtner,1956,\N,"actor,producer,director"
1208,Chelsea Field,1957,\N,"actress,miscellaneous"
1210,Joseph Fiennes,1970,\N,"actor,director,producer"
1211,Harvey Fierstein,1954,\N,"actor,writer,soundtrack"
1213,Albert Finney,1936,2019,"actor,producer,soundtrack"
1214,Tara Fitzgerald,1967,\N,"actress,director,producer"
1215,Fionnula Flanagan,1941,\N,"actress,producer,writer"
1216,Sean Patrick Flanery,1965,\N,"actor,writer,producer"
1219,Louise Fletcher,1934,\N,actress
1221,Lara Flynn Boyle,1970,\N,"actress,producer,soundtrack"
1226,Peter Fonda,1940,2019,"actor,director,writer"
1228,Harrison Ford,1884,1957,actor
1229,Claire Forlani,1971,\N,"actress,producer"
1231,Robert Forster,1941,2019,"actor,producer,director"
1232,John Forsythe,1918,2010,"actor,soundtrack,producer"
1233,William Forsythe,1955,\N,"actor,producer,soundtrack"
1234,Meg Foster,1948,\N,actress
1238,Dennis Franz,1944,\N,"actor,writer,producer"
1240,Matt Frewer,1958,\N,"actor,soundtrack,writer"
1242,Sadie Frost,1965,\N,"actress,producer,executive"
1244,Dan Futterman,1967,\N,"actor,producer,writer"
1245,Eva Gabor,1919,1995,"actress,soundtrack"
1248,Charlotte Gainsbourg,1971,\N,"actress,soundtrack,writer"
1249,Peter Gallagher,1955,\N,"actor,soundtrack,writer"
1250,Vincent Gallo,1961,\N,"actor,director,soundtrack"
